index,ok,http_status,error,local_wall_ms,request_id,latency_ms,queue_wait_ms,batch_exec_ms,batch_requests,batch_prompts,batch_target_tokens,batch_max_sequence_length,batch_estimated_memory_mb,worker_id,worker_pid,gpu_utilization_peak_pct,gpu_memory_total_mb,gpu_memory_used_peak_mb,gpu_memory_free_before_mb,gpu_memory_free_after_mb,gpu_allocator_allocated_mb,gpu_allocator_reserved_mb,gpu_allocator_peak_allocated_mb,gpu_allocator_peak_reserved_mb,audio_duration_s,rtf,text
13,True,200,,8434.008945710957,70e88d6645b9,8411.4,1045.75,7346.55,24,24,2400,130,521.9,worker-1,1126857,100.0,24576.0,12315.0,16371.0,11821.0,3488.27,6630.0,4814.64,6630.0,4.2,2.0027,Please read these two short sentences. They are meant for batching tests.
14,True,200,,8706.820017658174,4d9c6e1c623f,8688.22,1074.56,7596.11,24,24,2400,130,521.9,worker-2,1126993,100.0,24576.0,12975.0,16369.0,11161.0,3488.27,6632.0,4814.64,6632.0,4.2,2.0686,The weather looks nice today. Please speak this naturally and clearly.
15,True,200,,8358.772482722998,d7aefe09c59f,8334.09,967.03,7346.55,24,24,2400,130,521.9,worker-1,1126857,100.0,24576.0,12315.0,16371.0,11821.0,3488.27,6630.0,4814.64,6630.0,4.2,1.9843,This benchmark uses one or two sentences. We want realistic short requests.
16,True,200,,8685.546968132257,143047566c89,8663.14,1039.65,7596.11,24,24,2400,130,521.9,worker-2,1126993,100.0,24576.0,12975.0,16369.0,11161.0,3488.27,6632.0,4814.64,6632.0,4.2,2.0627,This benchmark uses one or two sentences. We want realistic short requests.
17,True,200,,8357.454438693821,f9e625c449ad,8334.05,961.88,7346.55,24,24,2400,130,521.9,worker-1,1126857,100.0,24576.0,12315.0,16371.0,11821.0,3488.27,6630.0,4814.64,6630.0,4.2,1.9843,The weather looks nice today. Please speak this naturally and clearly.
18,True,200,,8648.095737211406,9a5516a6f15a,8624.32,1008.93,7596.11,24,24,2400,130,521.9,worker-2,1126993,100.0,24576.0,12975.0,16369.0,11161.0,3488.27,6632.0,4814.64,6632.0,4.2,2.0534,Fast response times matter. Efficient batching should reduce total queue pressure.
19,True,200,,8316.9623054564,48ac389de4ac,8296.72,925.66,7346.55,24,24,2400,130,521.9,worker-1,1126857,100.0,24576.0,12315.0,16371.0,11821.0,3488.27,6630.0,4814.64,6630.0,4.2,1.9754,Please read these two short sentences. They are meant for batching tests.
20,True,200,,8612.270329147577,a483dbecd8da,8596.7,983.88,7596.11,24,24,2400,130,521.9,worker-2,1126993,100.0,24576.0,12975.0,16369.0,11161.0,3488.27,6632.0,4814.64,6632.0,4.2,2.0468,This benchmark uses one or two sentences. We want realistic short requests.
21,True,200,,8300.393481738865,963794e7b79a,8277.0,905.57,7346.55,24,24,2400,130,521.9,worker-1,1126857,100.0,24576.0,12315.0,16371.0,11821.0,3488.27,6630.0,4814.64,6630.0,4.2,1.9707,This benchmark uses one or two sentences. We want realistic short requests.
22,True,200,,8597.694803029299,eb25bdafba12,8574.89,950.94,7596.11,24,24,2400,130,521.9,worker-2,1126993,100.0,24576.0,12975.0,16369.0,11161.0,3488.27,6632.0,4814.64,6632.0,4.2,2.0416,OmniVoice is running on a GPU server. This request checks queue behavior.
23,True,200,,8243.86493396014,f7336fe4f819,8218.29,845.94,7346.55,24,24,2400,130,521.9,worker-1,1126857,100.0,24576.0,12315.0,16371.0,11821.0,3488.27,6630.0,4814.64,6630.0,4.2,1.9567,Hello there. This is a short batching benchmark request.
24,True,200,,8546.30062635988,a6dc3fa1bdf6,8523.11,898.37,7596.11,24,24,2400,130,521.9,worker-2,1126993,100.0,24576.0,12975.0,16369.0,11161.0,3488.27,6632.0,4814.64,6632.0,4.2,2.0293,Please read these two short sentences. They are meant for batching tests.
25,True,200,,8188.962779939175,8d7518b188cd,8165.48,800.3,7346.55,24,24,2400,130,521.9,worker-1,1126857,100.0,24576.0,12315.0,16371.0,11821.0,3488.27,6630.0,4814.64,6630.0,4.2,1.9442,This is another compact request. It is intentionally short for concurrency tests.
26,True,200,,8502.69936863333,6f83c1422234,8484.48,871.5,7596.11,24,24,2400,130,521.9,worker-2,1126993,100.0,24576.0,12975.0,16369.0,11161.0,3488.27,6632.0,4814.64,6632.0,4.2,2.0201,The weather looks nice today. Please speak this naturally and clearly.
27,True,200,,8176.105611026287,48ecabbc14aa,8148.88,776.22,7346.55,24,24,2400,130,521.9,worker-1,1126857,100.0,24576.0,12315.0,16371.0,11821.0,3488.27,6630.0,4814.64,6630.0,4.2,1.9402,The server should process many users together. This request helps validate that.
28,True,200,,8471.396593376994,1f51be22af36,8447.53,832.76,7596.11,24,24,2400,130,521.9,worker-2,1126993,100.0,24576.0,12975.0,16369.0,11161.0,3488.27,6632.0,4814.64,6632.0,4.2,2.0113,This is a short test sentence. It should be easy to batch with others.
29,True,200,,8129.530094563961,e52c5bbe4182,8112.3,749.14,7346.55,24,24,2400,130,521.9,worker-1,1126857,100.0,24576.0,12315.0,16371.0,11821.0,3488.27,6630.0,4814.64,6630.0,4.2,1.9315,We are measuring API throughput. Keep the delivery smooth and even.
30,True,200,,8454.911902546883,451651fa54cd,8433.14,811.07,7596.11,24,24,2400,130,521.9,worker-2,1126993,100.0,24576.0,12975.0,16369.0,11161.0,3488.27,6632.0,4814.64,6632.0,4.2,2.0079,Please read these two short sentences. They are meant for batching tests.
31,True,200,,8125.7284274324775,70e785954615,8097.78,724.75,7346.55,24,24,2400,130,521.9,worker-1,1126857,100.0,24576.0,12315.0,16371.0,11821.0,3488.27,6630.0,4814.64,6630.0,4.2,1.928,This is another compact request. It is intentionally short for concurrency tests.
32,True,200,,8423.864685930312,d0476dc20e59,8406.9,795.32,7596.11,24,24,2400,130,521.9,worker-2,1126993,100.0,24576.0,12975.0,16369.0,11161.0,3488.27,6632.0,4814.64,6632.0,4.2,2.0016,The server should process many users together. This request helps validate that.
33,True,200,,8088.260035961866,7ab8407017d4,8065.75,694.37,7346.55,24,24,2400,130,521.9,worker-1,1126857,100.0,24576.0,12315.0,16371.0,11821.0,3488.27,6630.0,4814.64,6630.0,4.2,1.9204,This is another compact request. It is intentionally short for concurrency tests.
34,True,200,,8406.213476322591,6315a37c936f,8383.09,757.95,7596.11,24,24,2400,130,521.9,worker-2,1126993,100.0,24576.0,12975.0,16369.0,11161.0,3488.27,6632.0,4814.64,6632.0,4.2,1.996,OmniVoice is running on a GPU server. This request checks queue behavior.
35,True,200,,8044.682039879262,ebe6a8b12060,8017.42,645.24,7346.55,24,24,2400,130,521.9,worker-1,1126857,100.0,24576.0,12315.0,16371.0,11821.0,3488.27,6630.0,4814.64,6630.0,4.2,1.9089,This is a short test sentence. It should be easy to batch with others.
36,True,200,,8354.017733596265,eb6bdf39410e,8330.1,714.4,7596.11,24,24,2400,130,521.9,worker-2,1126993,100.0,24576.0,12975.0,16369.0,11161.0,3488.27,6632.0,4814.64,6632.0,4.2,1.9834,Fast response times matter. Efficient batching should reduce total queue pressure.
37,True,200,,8011.305335909128,ba4d3cd2f763,7995.63,634.35,7346.55,24,24,2400,130,521.9,worker-1,1126857,100.0,24576.0,12315.0,16371.0,11821.0,3488.27,6630.0,4814.64,6630.0,4.2,1.9037,The weather looks nice today. Please speak this naturally and clearly.
38,True,200,,8309.725972823799,7d555fc7a4be,8286.73,663.55,7596.11,24,24,2400,130,521.9,worker-2,1126993,100.0,24576.0,12975.0,16369.0,11161.0,3488.27,6632.0,4814.64,6632.0,4.2,1.973,Fast response times matter. Efficient batching should reduce total queue pressure.
39,True,200,,7992.604001425207,eaaa11b5f194,7962.52,589.11,7346.55,24,24,2400,130,521.9,worker-1,1126857,100.0,24576.0,12315.0,16371.0,11821.0,3488.27,6630.0,4814.64,6630.0,4.2,1.8958,This is another compact request. It is intentionally short for concurrency tests.
40,True,200,,8296.772600151598,6a1f3dd4ad96,8277.59,656.18,7596.11,24,24,2400,130,521.9,worker-2,1126993,100.0,24576.0,12975.0,16369.0,11161.0,3488.27,6632.0,4814.64,6632.0,4.2,1.9709,This is another compact request. It is intentionally short for concurrency tests.
41,True,200,,7957.044082693756,8718142e124e,7935.5,568.87,7346.55,24,24,2400,130,521.9,worker-1,1126857,100.0,24576.0,12315.0,16371.0,11821.0,3488.27,6630.0,4814.64,6630.0,4.2,1.8894,Hello there. This is a short batching benchmark request.
42,True,200,,8248.33432212472,8acd5f6a0785,8232.08,620.92,7596.11,24,24,2400,130,521.9,worker-2,1126993,100.0,24576.0,12975.0,16369.0,11161.0,3488.27,6632.0,4814.64,6632.0,4.2,1.96,The weather looks nice today. Please speak this naturally and clearly.
43,True,200,,7932.084809988737,250aec10509d,7905.97,538.86,7346.55,24,24,2400,130,521.9,worker-1,1126857,100.0,24576.0,12315.0,16371.0,11821.0,3488.27,6630.0,4814.64,6630.0,4.2,1.8824,This benchmark uses one or two sentences. We want realistic short requests.
44,True,200,,8214.855353347957,e5f9d0a7cb99,8191.86,565.95,7596.11,24,24,2400,130,521.9,worker-2,1126993,100.0,24576.0,12975.0,16369.0,11161.0,3488.27,6632.0,4814.64,6632.0,4.2,1.9504,This is another compact request. It is intentionally short for concurrency tests.
45,True,200,,7878.024842590094,cb6701bc750e,7848.49,475.19,7346.55,24,24,2400,130,521.9,worker-1,1126857,100.0,24576.0,12315.0,16371.0,11821.0,3488.27,6630.0,4814.64,6630.0,4.2,1.8687,Hello there. This is a short batching benchmark request.
46,True,200,,8185.156001709402,6e626e23d95f,8161.06,543.53,7596.11,24,24,2400,130,521.9,worker-2,1126993,100.0,24576.0,12975.0,16369.0,11161.0,3488.27,6632.0,4814.64,6632.0,4.2,1.9431,Hello there. This is a short batching benchmark request.
47,True,200,,7854.113795794547,dad33393bd1c,7829.5,462.54,7346.55,24,24,2400,130,521.9,worker-1,1126857,100.0,24576.0,12315.0,16371.0,11821.0,3488.27,6630.0,4814.64,6630.0,4.2,1.8642,This is a short test sentence. It should be easy to batch with others.
48,True,200,,8156.375531107187,8d2f6a9f5c9b,8133.93,510.1,7596.11,24,24,2400,130,521.9,worker-2,1126993,100.0,24576.0,12975.0,16369.0,11161.0,3488.27,6632.0,4814.64,6632.0,4.2,1.9367,This is a short test sentence. It should be easy to batch with others.
49,True,200,,7831.84465020895,98963a9e0da6,7802.16,429.06,7346.55,24,24,2400,130,521.9,worker-1,1126857,100.0,24576.0,12315.0,16371.0,11821.0,3488.27,6630.0,4814.64,6630.0,4.2,1.8577,The weather looks nice today. Please speak this naturally and clearly.
50,True,200,,8150.601197034121,2d29c902bb21,8126.33,502.32,7596.11,24,24,2400,130,521.9,worker-2,1126993,100.0,24576.0,12975.0,16369.0,11161.0,3488.27,6632.0,4814.64,6632.0,4.2,1.9348,OmniVoice is running on a GPU server. This request checks queue behavior.
51,True,200,,15351.946959272027,9780336e1992,15326.87,7786.9,7514.7,24,24,2400,130,521.9,worker-1,1126857,100.0,24576.0,13915.0,11821.0,10221.0,3488.27,6630.0,4814.64,6630.0,4.2,3.6493,This is a short test sentence. It should be easy to batch with others.
52,True,200,,15730.301237665117,b69015f5cf47,15703.58,8063.95,7622.82,24,24,2400,130,521.9,worker-2,1126993,100.0,24576.0,13915.0,11161.0,10221.0,3488.27,6632.0,4814.64,6632.0,4.2,3.7389,The server should process many users together. This request helps validate that.
53,True,200,,15293.155665509403,8fd59c22b1fe,15270.29,7732.54,7514.7,24,24,2400,130,521.9,worker-1,1126857,100.0,24576.0,13915.0,11821.0,10221.0,3488.27,6630.0,4814.64,6630.0,4.2,3.6358,This is another compact request. It is intentionally short for concurrency tests.
54,True,200,,15748.200635425746,b60aed1673ef,15723.94,8057.2,7622.82,24,24,2400,130,521.9,worker-2,1126993,100.0,24576.0,13915.0,11161.0,10221.0,3488.27,6632.0,4814.64,6632.0,4.2,3.7438,Please read these two short sentences. They are meant for batching tests.
55,True,200,,15204.348619095981,686cae2abc50,15177.81,7637.4,7514.7,24,24,2400,130,521.9,worker-1,1126857,100.0,24576.0,13915.0,11821.0,10221.0,3488.27,6630.0,4814.64,6630.0,4.2,3.6138,Hello there. This is a short batching benchmark request.
56,True,200,,15601.763173006475,c4e4f9f95116,15563.25,7921.0,7622.82,24,24,2400,130,521.9,worker-2,1126993,100.0,24576.0,13915.0,11161.0,10221.0,3488.27,6632.0,4814.64,6632.0,4.2,3.7055,This is another compact request. It is intentionally short for concurrency tests.
57,True,200,,15120.64578384161,1940a9bf213b,15095.45,7555.92,7514.7,24,24,2400,130,521.9,worker-1,1126857,100.0,24576.0,13915.0,11821.0,10221.0,3488.27,6630.0,4814.64,6630.0,4.2,3.5942,Please read these two short sentences. They are meant for batching tests.
58,True,200,,15577.868315391243,a92ba55977f0,15551.09,7878.2,7622.82,24,24,2400,130,521.9,worker-2,1126993,100.0,24576.0,13915.0,11161.0,10221.0,3488.27,6632.0,4814.64,6632.0,4.2,3.7026,This benchmark uses one or two sentences. We want realistic short requests.
59,True,200,,15020.369452424347,115524fa507e,15002.56,7472.68,7514.7,24,24,2400,130,521.9,worker-1,1126857,100.0,24576.0,13915.0,11821.0,10221.0,3488.27,6630.0,4814.64,6630.0,4.2,3.572,This is another compact request. It is intentionally short for concurrency tests.
60,True,200,,15482.633152976632,6c764bf813c3,15443.81,7793.03,7622.82,24,24,2400,130,521.9,worker-2,1126993,100.0,24576.0,13915.0,11161.0,10221.0,3488.27,6632.0,4814.64,6632.0,4.2,3.6771,This is a short test sentence. It should be easy to batch with others.
61,True,200,,15029.804307967424,2ac69d3a7572,15006.34,7467.8,7514.7,24,24,2400,130,521.9,worker-1,1126857,100.0,24576.0,13915.0,11821.0,10221.0,3488.27,6630.0,4814.64,6630.0,4.2,3.5729,Fast response times matter. Efficient batching should reduce total queue pressure.
62,True,200,,15439.44055121392,2844af94960e,15420.96,7783.48,7622.82,24,24,2400,130,521.9,worker-2,1126993,100.0,24576.0,13915.0,11161.0,10221.0,3488.27,6632.0,4814.64,6632.0,4.2,3.6717,Hello there. This is a short batching benchmark request.
63,True,200,,15017.034822143614,2fd12c986500,14994.87,7456.58,7514.7,24,24,2400,130,521.9,worker-1,1126857,100.0,24576.0,13915.0,11821.0,10221.0,3488.27,6630.0,4814.64,6630.0,4.2,3.5702,Fast response times matter. Efficient batching should reduce total queue pressure.
64,True,200,,15437.369871884584,df1906965e31,15417.67,7777.62,7622.82,24,24,2400,130,521.9,worker-2,1126993,100.0,24576.0,13915.0,11161.0,10221.0,3488.27,6632.0,4814.64,6632.0,4.2,3.6709,OmniVoice is running on a GPU server. This request checks queue behavior.
65,True,200,,14992.787071503699,f49970449309,14968.28,7429.05,7514.7,24,24,2400,130,521.9,worker-1,1126857,100.0,24576.0,13915.0,11821.0,10221.0,3488.27,6630.0,4814.64,6630.0,4.2,3.5639,This is a short test sentence. It should be easy to batch with others.
66,True,200,,15423.144526779652,7d0892cf521e,15398.27,7726.68,7622.82,24,24,2400,130,521.9,worker-2,1126993,100.0,24576.0,13915.0,11161.0,10221.0,3488.27,6632.0,4814.64,6632.0,4.2,3.6663,This is another compact request. It is intentionally short for concurrency tests.
67,True,200,,14928.974749520421,0c0e2af1e9a2,14912.09,7382.68,7514.7,24,24,2400,130,521.9,worker-1,1126857,100.0,24576.0,13915.0,11821.0,10221.0,3488.27,6630.0,4814.64,6630.0,4.2,3.5505,We are measuring API throughput. Keep the delivery smooth and even.
68,True,200,,15399.569500237703,def742770ee9,15372.09,7698.16,7622.82,24,24,2400,130,521.9,worker-2,1126993,100.0,24576.0,13915.0,11161.0,10221.0,3488.27,6632.0,4814.64,6632.0,4.2,3.66,Fast response times matter. Efficient batching should reduce total queue pressure.
69,True,200,,14923.725254833698,e448a5d4fcbf,14900.02,7370.16,7514.7,24,24,2400,130,521.9,worker-1,1126857,100.0,24576.0,13915.0,11821.0,10221.0,3488.27,6630.0,4814.64,6630.0,4.2,3.5476,Fast response times matter. Efficient batching should reduce total queue pressure.
70,True,200,,15383.071998134255,b7f32e4a8672,15355.5,7680.75,7622.82,24,24,2400,130,521.9,worker-2,1126993,100.0,24576.0,13915.0,11161.0,10221.0,3488.27,6632.0,4814.64,6632.0,4.2,3.6561,Fast response times matter. Efficient batching should reduce total queue pressure.
71,True,200,,14901.979277841747,455f625d736a,14875.22,7334.36,7514.7,24,24,2400,130,521.9,worker-1,1126857,100.0,24576.0,13915.0,11821.0,10221.0,3488.27,6630.0,4814.64,6630.0,4.2,3.5417,We are measuring API throughput. Keep the delivery smooth and even.
72,True,200,,15326.632493175566,3ea195a5ca7e,15298.71,7624.19,7622.82,24,24,2400,130,521.9,worker-2,1126993,100.0,24576.0,13915.0,11161.0,10221.0,3488.27,6632.0,4814.64,6632.0,4.2,3.6425,Hello there. This is a short batching benchmark request.
73,True,200,,14850.271441042423,300542fe127d,14830.04,7292.15,7514.7,24,24,2400,130,521.9,worker-1,1126857,100.0,24576.0,13915.0,11821.0,10221.0,3488.27,6630.0,4814.64,6630.0,4.2,3.531,The server should process many users together. This request helps validate that.
74,True,200,,15303.128147497773,69355494138b,15277.35,7606.66,7622.82,24,24,2400,130,521.9,worker-2,1126993,100.0,24576.0,13915.0,11161.0,10221.0,3488.27,6632.0,4814.64,6632.0,4.2,3.6375,This is another compact request. It is intentionally short for concurrency tests.
75,True,200,,15311.128625646234,6594619b48a6,15278.7,7604.04,7622.82,24,24,2400,130,521.9,worker-2,1126993,100.0,24576.0,13915.0,11161.0,10221.0,3488.27,6632.0,4814.64,6632.0,4.2,3.6378,The server should process many users together. This request helps validate that.
76,True,200,,14837.697751820087,261317ef5128,14810.43,7279.04,7514.7,24,24,2400,130,521.9,worker-1,1126857,100.0,24576.0,13915.0,11821.0,10221.0,3488.27,6630.0,4814.64,6630.0,4.2,3.5263,Hello there. This is a short batching benchmark request.
77,True,200,,14841.28978010267,439b23d702ac,14815.32,7273.98,7514.7,24,24,2400,130,521.9,worker-1,1126857,100.0,24576.0,13915.0,11821.0,10221.0,3488.27,6630.0,4814.64,6630.0,4.2,3.5275,Fast response times matter. Efficient batching should reduce total queue pressure.
78,True,200,,15229.927873238921,9d9c57898fd0,15211.0,7575.72,7622.82,24,24,2400,130,521.9,worker-2,1126993,100.0,24576.0,13915.0,11161.0,10221.0,3488.27,6632.0,4814.64,6632.0,4.2,3.6217,The server should process many users together. This request helps validate that.
79,True,200,,14781.75222221762,7e9553661fdc,14756.8,7224.55,7514.7,24,24,2400,130,521.9,worker-1,1126857,100.0,24576.0,13915.0,11821.0,10221.0,3488.27,6630.0,4814.64,6630.0,4.2,3.5135,Fast response times matter. Efficient batching should reduce total queue pressure.
80,True,200,,15213.545314967632,d867db2c1b46,15187.42,7514.91,7622.82,24,24,2400,130,521.9,worker-2,1126993,100.0,24576.0,13915.0,11161.0,10221.0,3488.27,6632.0,4814.64,6632.0,4.2,3.6161,Please read these two short sentences. They are meant for batching tests.
81,True,200,,14738.56404889375,4d07b34d11ea,14714.92,7176.28,7514.7,24,24,2400,130,521.9,worker-1,1126857,100.0,24576.0,13915.0,11821.0,10221.0,3488.27,6630.0,4814.64,6630.0,4.2,3.5036,Fast response times matter. Efficient batching should reduce total queue pressure.
82,True,200,,15170.975322835147,0e3755b1e564,15145.32,7471.67,7622.82,24,24,2400,130,521.9,worker-2,1126993,100.0,24576.0,13915.0,11161.0,10221.0,3488.27,6632.0,4814.64,6632.0,4.2,3.606,This is another compact request. It is intentionally short for concurrency tests.
83,True,200,,14672.824174165726,7333b1cbb908,14645.43,7112.76,7514.7,24,24,2400,130,521.9,worker-1,1126857,100.0,24576.0,13915.0,11821.0,10221.0,3488.27,6630.0,4814.64,6630.0,4.2,3.487,OmniVoice is running on a GPU server. This request checks queue behavior.
84,True,200,,15097.252070903778,7db726785812,15068.56,7401.54,7622.82,24,24,2400,130,521.9,worker-2,1126993,100.0,24576.0,13915.0,11161.0,10221.0,3488.27,6632.0,4814.64,6632.0,4.2,3.5878,OmniVoice is running on a GPU server. This request checks queue behavior.
85,True,200,,14537.380939349532,1747ae3cd1d3,14510.51,6970.06,7514.7,24,24,2400,130,521.9,worker-1,1126857,100.0,24576.0,13915.0,11821.0,10221.0,3488.27,6630.0,4814.64,6630.0,4.2,3.4549,The weather looks nice today. Please speak this naturally and clearly.
86,True,200,,14963.318306021392,e4811e2bde0f,14935.55,7255.19,7622.82,24,24,2400,130,521.9,worker-2,1126993,100.0,24576.0,13915.0,11161.0,10221.0,3488.27,6632.0,4814.64,6632.0,4.2,3.5561,We are measuring API throughput. Keep the delivery smooth and even.
87,True,200,,14466.32628608495,4b41ac8fbff3,14442.21,6903.47,7514.7,24,24,2400,130,521.9,worker-1,1126857,100.0,24576.0,13915.0,11821.0,10221.0,3488.27,6630.0,4814.64,6630.0,4.2,3.4386,Hello there. This is a short batching benchmark request.
88,True,200,,14883.180390112102,a101ac4e3d0a,14861.41,7224.51,7622.82,24,24,2400,130,521.9,worker-2,1126993,100.0,24576.0,13915.0,11161.0,10221.0,3488.27,6632.0,4814.64,6632.0,4.2,3.5384,We are measuring API throughput. Keep the delivery smooth and even.
89,True,200,,14438.056541606784,ab90bdb4568b,14413.37,6882.38,7514.7,24,24,2400,130,521.9,worker-1,1126857,100.0,24576.0,13915.0,11821.0,10221.0,3488.27,6630.0,4814.64,6630.0,4.2,3.4318,Please read these two short sentences. They are meant for batching tests.
90,True,200,,14886.500461027026,b0bd6d8a335c,14857.33,7182.37,7622.82,24,24,2400,130,521.9,worker-2,1126993,100.0,24576.0,13915.0,11161.0,10221.0,3488.27,6632.0,4814.64,6632.0,4.2,3.5375,The weather looks nice today. Please speak this naturally and clearly.
91,True,200,,14421.695904806256,e14b6069de1f,14394.52,6852.96,7514.7,24,24,2400,130,521.9,worker-1,1126857,100.0,24576.0,13915.0,11821.0,10221.0,3488.27,6630.0,4814.64,6630.0,4.2,3.4273,This is a short test sentence. It should be easy to batch with others.
92,True,200,,14871.216800063848,78f0a3a5d1e2,14845.15,7172.89,7622.82,24,24,2400,130,521.9,worker-2,1126993,100.0,24576.0,13915.0,11161.0,10221.0,3488.27,6632.0,4814.64,6632.0,4.2,3.5346,The server should process many users together. This request helps validate that.
93,True,200,,14375.665877945721,7a9270a7d5ef,14358.78,6830.4,7514.7,24,24,2400,130,521.9,worker-1,1126857,100.0,24576.0,13915.0,11821.0,10221.0,3488.27,6630.0,4814.64,6630.0,4.2,3.4188,Fast response times matter. Efficient batching should reduce total queue pressure.
94,True,200,,14828.918737359345,478855c06e47,14799.17,7125.97,7622.82,24,24,2400,130,521.9,worker-2,1126993,100.0,24576.0,13915.0,11161.0,10221.0,3488.27,6632.0,4814.64,6632.0,4.2,3.5236,OmniVoice is running on a GPU server. This request checks queue behavior.
95,True,200,,14364.208494313061,087848f2bf56,14337.89,6798.51,7514.7,24,24,2400,130,521.9,worker-1,1126857,100.0,24576.0,13915.0,11821.0,10221.0,3488.27,6630.0,4814.64,6630.0,4.2,3.4138,Hello there. This is a short batching benchmark request.
96,True,200,,14811.498555354774,f5f84fd8cf7d,14784.58,7110.68,7622.82,24,24,2400,130,521.9,worker-2,1126993,100.0,24576.0,13915.0,11161.0,10221.0,3488.27,6632.0,4814.64,6632.0,4.2,3.5201,Fast response times matter. Efficient batching should reduce total queue pressure.
97,True,200,,14344.777485355735,07f98babe464,14318.46,6778.98,7514.7,24,24,2400,130,521.9,worker-1,1126857,100.0,24576.0,13915.0,11821.0,10221.0,3488.27,6630.0,4814.64,6630.0,4.2,3.4092,We are measuring API throughput. Keep the delivery smooth and even.
98,True,200,,14803.449185565114,ef1ce25e88a5,14780.4,7100.49,7622.82,24,24,2400,130,521.9,worker-2,1126993,100.0,24576.0,13915.0,11161.0,10221.0,3488.27,6632.0,4814.64,6632.0,4.2,3.5191,This benchmark uses one or two sentences. We want realistic short requests.
99,True,200,,14870.597219094634,360e9a63c7d4,14855.72,14267.07,585.24,1,1,100,128,21.41,worker-1,1126857,100.0,24576.0,13915.0,10221.0,10221.0,3488.13,6630.0,3543.6,6630.0,4.2,3.5371,Please read these two short sentences. They are meant for batching tests.
